pl_id, normal, name, source, gn_id, pleiades_centroid_x, pleiades_centroid_y
207407,sacelu,SÄƒcelu,pleiades,,23.5,45.5
207408,acidava,Acidava,pleiades,,23.5,45.5
207408,sacidava,SAcidava,pleiades,,23.5,45.5
207409,salash,Salash,pleiades,,22.5,43.5
207410,salasnocajski,SalaÅ¡ NoÄ‡ajski,pleiades,,19.5,44.5
207411,salcia,Salcia,pleiades,,22.5,44.5
207412,salciuadesus,SÄƒlciua de Sus,pleiades,,23.5,46.5
207414,saldum,Saldum,pleiades,,21.5,44.5
207416,salinae,Salinae,pleiades,,23.5,46.5
207419,samum,Samum,pleiades,,23.5,47.5
207420,samus,Samus fl.,pleiades,,22.5,47.5
207421,sapaja,Sapaja,pleiades,,21.5,44.5
207422,sard,Åžard,pleiades,,23.5,46.5
207423,sarkamen,Å arkamen,pleiades,,22.5,44.5
207424,sarmates,Sarmates,pleiades,,21.5,43.5
207425,sarmizegetusa,Sarmizegetusa ,pleiades,,23.5,45.5
207425,sarmizegetusaregia,Sarmizegetusa Regia,pleiades,,23.5,45.5
207426,sascamontana,Sasca MontanÄƒ,pleiades,,21.5,44.5
207427,sase,Sase,pleiades,,19.5,44.5
207428,sava,Sava,pleiades,,23.5,46.5
207429,savus,Savus fl.,pleiades,,19.5,44.5
207430,savinac,Savinac,pleiades,,22.5,43.5
207431,scarisoara,ScÄƒriÅŸoara,pleiades,,22.5,46.5
207432,schelacladovei,Schela Cladovei,pleiades,,22.5,44.5
207433,scordisci,Scordisci,pleiades,,19.5,44.5
207434,scordisci,Scordisci,pleiades,,,
207435,scretisca,Scretisca,pleiades,,23.5,42.5
207436,sebes,SebeÅŸ,pleiades,,23.5,45.5
207437,sena,Sena,pleiades,,21.5,44.5
207438,serdoi,Serdoi,pleiades,,22.5,43.5
207439,serdica,Serdica,pleiades,,23.5,42.5
207441,sibot,Åžibot,pleiades,,23.5,45.5
207442,sic,Sic,pleiades,,23.5,46.5
207443,singidunum,Singidunum,pleiades,,20.5,44.5
207444,sinnicolaulmare,SÃ®nnicolaul Mare,pleiades,,20.5,46.5
207445,sintamariaorlea,SÃ®ntÄƒmÄƒria-Orlea,pleiades,,22.5,45.5
207446,sintamariadepiatra,SÃ®ntÄƒmÄƒria de PiatrÄƒ,pleiades,,23.5,45.5
207447,sirmium,Sirmium,pleiades,,19.5,44.5
207448,sjarina,Sjarina,pleiades,,21.5,42.5
207449,skela,Skela,pleiades,,20.5,44.5
207451,slatina,Slatina,pleiades,,19.5,44.5
207452,slatina,Slatina,pleiades,,22.5,44.5
207453,slatinanera,Slatina Nera,pleiades,,21.5,44.5
207454,slovac,Slovac,pleiades,,20.5,44.5
207455,socanica,SoÄanica,pleiades,,20.5,43.5
207456,soimuseni,ÅžoimuÅŸeni,pleiades,,23.5,47.5
207457,sokobanja,Sokobanja,pleiades,,21.5,43.5
207459,sopot,Sopot,pleiades,,20.5,44.5
207460,spaneta,Spaneta,pleiades,,19.5,45.5
207462,srebrenica,Srebrenica,pleiades,,19.5,44.5
207463,stalac,StalaÄ‡,pleiades,,21.5,43.5
207464,stanija,StÄƒnija,pleiades,,22.5,46.5
207465,staribrod,Stari Brod,pleiades,,19.5,43.5
207466,stojnik,Stojnik,pleiades,,20.5,44.5
207467,stragari,Stragari,pleiades,,20.5,44.5
207468,straja,Straja,pleiades,,23.5,46.5
207469,streisacel,Strei-SÄƒcel,pleiades,,23.5,45.5
207470,stremt,StremÅ£,pleiades,,23.5,46.5
207472,subcununi,Sub Cununi,pleiades,,23.5,45.5
207474,surduc,Surduc,pleiades,,23.5,46.5
207475,svilajnac,Svilajnac,pleiades,,21.5,44.5
207476,svileuva,Svileuva,pleiades,,19.5,44.5
207477,svodje,Svodje,pleiades,,22.5,42.5
207478,svrljig,Svrljig,pleiades,,22.5,43.5
207483,tabakovac,Tabakovac,pleiades,,22.5,44.5
207484,tabulatraiana,Tabula Traiana,pleiades,,22.5,44.5
207485,taliata,Taliata,pleiades,,22.5,44.5
207486,tanda,Tanda,pleiades,,22.5,44.5
207487,targovishte,TÃ¢rgovishte,pleiades,,22.5,43.5
207488,taurunum,Taurunum,pleiades,,20.5,44.5
207489,tautiomosis,Tautiomosis,pleiades,,23.5,43.5
207490,tebea,Å¢ebea,pleiades,,22.5,46.5
207491,techeru,Techeru,pleiades,,23.5,46.5
207492,teliucuinferior,Teliucu Inferior,pleiades,,22.5,45.5
207493,temska,Temska,pleiades,,22.5,43.5
207495,tibiscum,Tibiscum,pleiades,,22.5,45.5
207496,tibiskos,Tibiskos fl.,pleiades,,21.5,45.5
207497,tiganasi,Å¢igÄƒnaÅŸi,pleiades,,22.5,44.5
207498,tihau,TihÄƒu,pleiades,,23.5,47.5
207499,timachi,Timachi,pleiades,,21.5,43.5
207500,timacummaius,Timacum Maius,pleiades,,22.5,43.5
207501,timacumminus,Timacum Minus,pleiades,,22.5,43.5
207502,timacus,Timacus fl.,pleiades,,22.5,44.5
207503,tincova,Tincova,pleiades,,22.5,45.5
207504,titovouzice,Titovo UÅ¾ice,pleiades,,19.5,43.5
207505,topla,Topla,pleiades,,22.5,44.5
207506,topolnica,Topolnica,pleiades,,22.5,44.5
207508,transdierna,Transdierna,pleiades,,22.5,44.5
207509,translitis,â€˜Translitisâ€™,pleiades,,22.5,43.5
207510,trebic,TrebiÄ,pleiades,,21.5,43.5
207511,trepca,TrepÄa,pleiades,,20.5,42.5
207512,trgoviste,TrgoviÅ¡te,pleiades,,22.5,43.5
207513,triballi,Triballi,pleiades,,22.5,43.5
207514,tricornenses,Tricornenses,pleiades,,20.5,44.5
207514,tricornienses,Tricornienses,pleiades,,20.5,44.5
207515,tricornium,Tricornium,pleiades,,20.5,44.5
207516,trpicevskipotok,TrpiÄevski potok,pleiades,,21.5,44.5
207517,trskacrkva,TrÅ¡ka crkva,pleiades,,21.5,44.5
207518,tsarpetrovo,Tsar Petrovo,pleiades,,22.5,43.5
207519,turdas,TurdaÅŸ,pleiades,,23.5,45.5
207520,turnurueni,Turnu Rueni,pleiades,,22.5,45.5
207521,turres,Turres,pleiades,,22.5,43.5
207525,ulmo,â€˜Ulmoâ€™,pleiades,,19.5,45.5
207526,ulmo,â€˜Ulmoâ€™,pleiades,,22.5,43.5
207527,ulpiatraianasarmizegetusa,Ulpia Traiana Sarmizegetusa,pleiades,,22.5,45.5
207529,una,*Una,pleiades,,22.5,44.5
207530,uricani,Uricani,pleiades,,23.5,45.5
207532,usce,UÅ¡Ä‡e,pleiades,,20.5,44.5
207534,vajuga,Vajuga,pleiades,,22.5,44.5
207535,valakonje,Valakonje,pleiades,,21.5,43.5
207536,valeadosului,Valea Dosului,pleiades,,23.5,46.5
207537,valjevo,Valjevo,pleiades,,19.5,44.5
207540,velikalivadica,Velika Livadica,pleiades,,22.5,44.5
207541,velikijasenovac,Veliki Jasenovac,pleiades,,22.5,44.5
207542,velikoorasje,Veliko OraÅ¡je,pleiades,,21.5,44.5
207547,vidolm,Vidolm,pleiades,,23.5,46.5
207548,vidra,Vidra,pleiades,,22.5,46.5
207549,viminacium,Viminacium,pleiades,,21.5,44.5
207550,vinceia,Vinceia,pleiades,,20.5,44.5
207551,vindenis,â€˜Vindenisâ€™,pleiades,,21.5,42.5
207553,virciorova,VÃ®rciorova,pleiades,,22.5,45.5
207554,virfulluipatru,VÃ®rful lui PÄƒtru,pleiades,,23.5,45.5
207555,virtop,VÃ®rtop,pleiades,,23.5,45.5
207556,virtu,VÃ®rÅ£u,pleiades,,23.5,44.5
207557,visibaba,Visibaba,pleiades,,20.5,43.5
207558,visegrad,ViÅ¡egrad,pleiades,,19.5,43.5
207559,vitovnica,Vitovnica,pleiades,,21.5,44.5
207561,vodna,Vodna,pleiades,,22.5,43.5
207562,voluja,Voluja,pleiades,,21.5,44.5
207563,vorovumminor,Vorovum Minor,pleiades,,23.5,43.5
207564,vratsa,Vratsa,pleiades,,23.5,43.5
207565,vranjani,Vranjani,pleiades,,19.5,43.5
207566,vratarnica,Vratarnica,pleiades,,22.5,43.5
207567,vrbica,Vrbica,pleiades,,22.5,43.5
207568,vrnjackabanja,VrnjaÄka Banja,pleiades,,20.5,43.5
207569,vrsac,VrÅ¡ac,pleiades,,21.5,45.5
207570,vucitrn,VuÄitrn,pleiades,,20.5,42.5
207571,vulcan,Vulcan,pleiades,,23.5,45.5
207573,zabrezje,ZabreÅ¾je,pleiades,,20.5,44.5
207574,zanoge,Zanoge,pleiades,,23.5,43.5
207575,zasele,Zasele,pleiades,,23.5,43.5
207576,zaton,Zaton,pleiades,,19.5,42.5
207577,zavalu,ZÄƒvalu,pleiades,,23.5,43.5
207578,zlata,Zlata,pleiades,,21.5,43.5
207579,zlatita,ZlatiÅ£a,pleiades,,21.5,44.5
207581,zlot,Zlot,pleiades,,21.5,44.5
207582,zrenjanin,Zrenjanin,pleiades,,20.5,45.5
207583,zvezdan,Zvezdan,pleiades,,22.5,43.5
207584,zabari,Å½abari,pleiades,,21.5,44.5
207585,zeleznikpotok,Å½eleznik potok,pleiades,,21.5,44.5
207586,zuc,Å½uÄ,pleiades,,21.5,43.5
209137,argentariaedalmaticaeetpannonicae,Argentariae Dalmaticae et Pannonicae,pleiades,,18.5,44.5
209138,aurariaedacicae,Aurariae Dacicae,pleiades,,22.5,46.5
209139,metallaaelianapincensia,Metalla Aeliana Pincensia,pleiades,,21.5,44.5
209139,metalaelianapincensia,Metal Aeliana Pincensia,pleiades,,21.5,44.5
209140,metalliaureliani,Metalli Aureliani,pleiades,,21.5,43.5
209141,metallidardanici,Metalli Dardanici,pleiades,,20.5,43.5
209142,metalliulpiani,Metalli Ulpiani,pleiades,,20.5,42.5
211402,abieta,Abieta,pleiades,,,
211403,addrinum,Ad Drinum,pleiades,,,
211404,adlacumfelicis,Ad Lacum Felicis,pleiades,,,
211405,aeraria,Aeraria,pleiades,,,
211405,eraria,Eraria,pleiades,,,
211406,albokensioi,Albokensioi,pleiades,,,
211407,anartioi,Anartioi,pleiades,,,
211408,ansamenses,Ansamenses,pleiades,,,
211408,ans,Ans,pleiades,,,
211409,aquanigra,Aqua Nigra,pleiades,,,
211410,argentaria,Argentaria,pleiades,,,
211411,argentares,Argentares,pleiades,,,
211412,arkinna,Arkinna,pleiades,,,
211412,arkina,Arkina,pleiades,,,
211413,aureliana,Aureliana,pleiades,,,
211415,balbai,Balbai,pleiades,,,
211416,basoretensisvicus,Basoretensis Vicus,pleiades,,,
211417,biephoi,Biephoi,pleiades,,,
211418,bolia,Bolia,pleiades,,,
211419,bormanon,Bormanon,pleiades,,,
211420,bustricius,Bustricius,pleiades,,,
211422,caramantesiumvicus,Caramantesium Vicus,pleiades,,,
211423,comerciumburgus,Comercium Burgus,pleiades,,,
211424,confluentes,Confluentes,pleiades,,,
211426,darnithithi,Darnithithi,pleiades,,,
211427,demessus,Demessus,pleiades,,,
211428,deusara,Deusara,pleiades,,,
211428,desara,Desara,pleiades,,,
211429,dokidava,Dokidava,pleiades,,,
211430,ducispratum,Ducis Pratum,pleiades,,,
211432,fortiana,Fortiana,pleiades,,,
211434,immenosummaius,Immenosum Maius,pleiades,,,
211436,kandanon,Kandanon,pleiades,,,
211437,kartum,Kartum,pleiades,,,
211438,keiagisoi,Keiagisoi,pleiades,,,
211440,macedonica,Macedonica,pleiades,,,
211441,metanastai,Metanastai,pleiades,,,
211443,nedao,Nedao,pleiades,,,
211445,ouakontion,Ouakontion,pleiades,,,
211446,ouskenon,Ouskenon,pleiades,,,
211448,pession,Pession,pleiades,,,
211449,pherraria,Pherraria,pleiades,,,
211449,phrerraria,Phrerraria,pleiades,,,
211450,pirustarumvicus,Pirustarum Vicus,pleiades,,,
211451,potula,Potula,pleiades,,,
211453,quadriburgium,Quadriburgium,pleiades,,,
211455,ranisstorum,Ranisstorum,pleiades,,,
211456,ratakensioi,Ratakensioi,pleiades,,,
211457,resculum,Resculum,pleiades,,,
211458,roukkonion,Roukkonion,pleiades,,,
211460,saldensioi,Saldensioi,pleiades,,,
211461,scarniunga,Scarniunga,pleiades,,,
211462,singidava,Singidava,pleiades,,,
211464,tapae,Tapae,pleiades,,,
211465,trisson,Trisson,pleiades,,,
211467,vincentia,Vincentia,pleiades,,,
211468,vixillumcastellum,Vixillum Castellum,pleiades,,,
211470,ziridaua,Ziridaua,pleiades,,,
211471,zourobara,Zourobara,pleiades,,,
216687,abrit,Abrit,pleiades,,27.5,43.5
216688,abritus,Abritus,pleiades,,26.5,43.5
216689,abrud,Abrud,pleiades,,27.5,44.5
216691,acidava,Acidava,pleiades,,24.5,44.5
216692,adputea,Ad Putea,pleiades,,24.5,43.5
216693,adradices,Ad Radices,pleiades,,24.5,42.5
216694,aegyssus,Aegyssus,pleiades,,28.5,45.5
216696,albesti,AlbeÅŸti,pleiades,,24.5,45.5
216697,albota,Albota,pleiades,,24.5,44.5
216698,aliobrix,Aliobrix,pleiades,,28.5,45.5
216699,altimir,Altimir,pleiades,,23.5,43.5
216700,altinum,Altinum,pleiades,,27.5,44.5
216701,alutus,Alutus fl.,pleiades,,24.5,44.5
216702,anchialus,Anchialus,pleiades,,27.5,42.5
216703,angustia,Angustia?,pleiades,,26.5,46.5
216706,sozopolis,Sozopolis,pleiades,,27.5,42.5
216706,apolloniapontica,Apollonia Pontica,pleiades,,27.5,42.5
216707,appiaria,Appiaria,pleiades,,26.5,43.5
216709,aquaecalidae,Aquae Calidae,pleiades,,27.5,42.5
216710,argamum,Argamum,pleiades,,28.5,44.5
216711,aristaeum,Aristaeum,pleiades,,27.5,42.5
216712,arubium,Arubium,pleiades,,28.5,45.5
216713,arutela,Arutela,pleiades,,24.5,45.5
216714,arzus,Arzus,pleiades,,25.5,42.5
216715,asamus,Asamus,pleiades,,24.5,43.5
216716,asamus,Asamus fl.,pleiades,,24.5,43.5
216717,athrys,Athrys,pleiades,,25.5,43.5
216717,ieterus,Ieterus fl.,pleiades,,25.5,43.5
216717,iatros,Iatros,pleiades,,25.5,43.5
216719,augustae,Augustae,pleiades,,23.5,43.5
216721,aulaiouteichos,Aulaiouteichos,pleiades,,27.5,42.5
216721,agathopolis,Agathopolis,pleiades,,27.5,42.5
216722,axiopolis,Axiopolis,pleiades,,28.5,44.5
216724,babadag,Babadag,pleiades,,28.5,44.5
216726,baneasa,BÄƒneasa,pleiades,,25.5,43.5
216727,barbosi,BarboÅŸi,pleiades,,28.5,45.5
216728,bastarnae,Bastarnae,pleiades,,28.5,45.5
216730,beroe,Beroe,pleiades,,28.5,44.5
216731,beroe,Beroe,pleiades,,25.5,42.5
216731,augustatraiana,Augusta Traiana,pleiades,,25.5,42.5
216732,bessapara,Bessapara,pleiades,,24.5,42.5
216733,bessi,Bessi,pleiades,,24.5,42.5
216734,bizone,Bizone,pleiades,,28.5,43.5
216737,brincovenesti,BrÃ®ncoveneÅŸti,pleiades,,24.5,46.5
216738,britolagai,Britolagai,pleiades,,28.5,45.5
216740,bugeac,Bugeac,pleiades,,27.5,44.5
216741,buridava,Buridava,pleiades,,24.5,45.5
216744,callatis,Callatis,pleiades,,28.5,43.5
216745,calugareni,CÄƒlugÄƒreni,pleiades,,24.5,46.5
216747,canlia,Canlia,pleiades,,27.5,44.5
216748,capidava,Capidava,pleiades,,28.5,44.5
216749,caputstenarum,Caput Stenarum,pleiades,,24.5,45.5
216750,carassura,Carassura,pleiades,,25.5,42.5
216751,carcaliu,Carcaliu,pleiades,,28.5,45.5
216752,carpi,Carpi,pleiades,,27.5,46.5
216753,carsium,Carsium,pleiades,,27.5,44.5
216755,castratraiana,Castra Traiana,pleiades,,24.5,45.5
216756,cazalet,â€˜Cazaletâ€™?,pleiades,,27.5,42.5
216757,casla,CÄƒÅŸla,pleiades,,28.5,45.5
216758,cedonia,Cedonia,pleiades,,24.5,45.5
216759,celaletaemaiores,Celaletae Maiores,pleiades,,25.5,42.5
216760,celaletaeminores,Celaletae Minores,pleiades,,24.5,41.5
216762,cernavoda,Cernavoda,pleiades,,28.5,44.5
216763,chatalka,Chatalka,pleiades,,25.5,42.5
216765,chersonesos,Chersonesos,pleiades,,27.5,42.5
216767,cillis,Cillis?,pleiades,,25.5,42.5
216770,cius,Cius,pleiades,,28.5,44.5
216771,cincsor,CincÅŸor,pleiades,,24.5,45.5
216772,cirlomanesti,CÃ®rlomÄƒneÅŸti,pleiades,,26.5,45.5
216773,cochirleni,Cochirleni,pleiades,,28.5,44.5
216775,comidava,Comidava,pleiades,,25.5,45.5
216776,copaceni,CopÄƒceni,pleiades,,24.5,45.5
216778,costoboci,Costoboci,pleiades,,27.5,47.5
216779,cristesti,CristeÅŸti,pleiades,,24.5,46.5
216780,ghioca,Ghioca,pleiades,,24.5,44.5
216780,crimpoaia,CrÃ®mpoaia,pleiades,,24.5,44.5
216783,daeni,DÄƒeni,pleiades,,28.5,44.5
216786,deleni,Deleni,pleiades,,28.5,44.5
216787,dervent,Dervent,pleiades,,27.5,44.5
216788,deultum,Deultum,pleiades,,27.5,42.5
216790,dimum,Dimum,pleiades,,25.5,43.5
216791,dinogetia,Dinogetia,pleiades,,28.5,45.5
216792,diocletianopolis,Diocletianopolis,pleiades,,24.5,42.5
216793,dionysopolis,Dionysopolis,pleiades,,28.5,43.5
216793,krounoi,Krounoi,pleiades,,28.5,43.5
216795,doriones,Doriones,pleiades,,24.5,43.5
216796,douvanli,Douvanli,pleiades,,24.5,42.5
216797,drajnadesus,Drajna de Sus,pleiades,,26.5,45.5
216798,dunarea,DunÄƒrea,pleiades,,28.5,44.5
216799,dunareni,DunÄƒreni,pleiades,,27.5,44.5
216800,durostorum,Durostorum,pleiades,,27.5,44.5
216803,emporiumdiscoduraterae,Emporium Discoduraterae,pleiades,,25.5,43.5
216804,emporiumpiretensium,Emporium Piretensium,pleiades,,25.5,43.5
216805,enisala,Enisala,pleiades,,28.5,44.5
216806,erite,Erite,pleiades,,27.5,43.5
216806,ereta,Ereta,pleiades,,27.5,43.5
216809,feldioara,Feldioara,pleiades,,24.5,45.5
216810,filfani,FÃ®lfani,pleiades,,24.5,44.5
216811,flaviana,Flaviana,pleiades,,27.5,44.5
216812,flaminda,FlÄƒmÃ®nda,pleiades,,25.5,43.5
216814,galata,Galata,pleiades,,27.5,43.5
216815,gerania,Gerania,pleiades,,28.5,43.5
216817,getae,Getae,pleiades,,25.5,44.5
216821,ghindaresti,GhindÄƒreÅŸti,pleiades,,28.5,44.5
216822,giridava,Giridava,pleiades,,24.5,43.5
216823,glavapanega,Glava Panega,pleiades,,24.5,43.5
216824,golyamobelovo,Golyamo Belovo,pleiades,,24.5,42.5
216825,gornabesovitsa,Gorna BeÅ¡ovitsa,pleiades,,23.5,43.5
216826,gornamalina,Gorna Malina,pleiades,,23.5,42.5
216827,gresia,Gresia,pleiades,,24.5,44.5
216828,guradobrogei,Gura Dobrogei,pleiades,,28.5,44.5
216830,haemus,Haemus M.,pleiades,,25.5,42.5
216831,haemi,Haemi Pr.,pleiades,,27.5,42.5
216833,haskovo,Haskovo,pleiades,,25.5,41.5
216837,hierasos,Hierasos,pleiades,,26.5,46.5
216837,tiarantos,Tiarantos? fl.,pleiades,,26.5,46.5
216837,gerasus,Gerasus,pleiades,,26.5,46.5
216839,histria,Histria,pleiades,,28.5,44.5
216840,hoghiz,Hoghiz,pleiades,,25.5,45.5
216841,homorod,Homorod,pleiades,,25.5,45.5
216842,horia,Horia,pleiades,,28.5,45.5
216846,iatrus,Iatrus,pleiades,,25.5,43.5
216851,inlaceni,InlÄƒceni,pleiades,,25.5,46.5
216852,ismail,Ismail,pleiades,,28.5,45.5
216854,izlaz,Izlaz,pleiades,,24.5,43.5
216856,jidava,Jidava,pleiades,,25.5,45.5
216857,jijila,Jijila,pleiades,,28.5,45.5
216859,diospolis,Diospolis,pleiades,,26.5,42.5
216859,kabyle,Kabyle,pleiades,,26.5,42.5
216860,karonlimen,Karon Limen?,pleiades,,28.5,43.5
216862,kasnakovo,Kasnakovo,pleiades,,25.5,42.5
216863,kazanluk,Kazanluk,pleiades,,25.5,42.5
216864,koralloi,Koralloi,pleiades,,27.5,42.5
216865,krobyzoi,Krobyzoi,pleiades,,27.5,43.5
216867,krushovitsa,Krushovitsa,pleiades,,23.5,43.5
216869,libida,LIbida,pleiades,,28.5,44.5
216869,ibida,Ibida,pleiades,,28.5,44.5
216871,ljutibrod,Ljutibrod,pleiades,,23.5,43.5
216872,locidaeregi,â€˜Locidae Regiâ€™,pleiades,,27.5,43.5
216874,madara,Madara,pleiades,,27.5,43.5
216875,malaiesti,MÄƒlÄƒieÅŸti,pleiades,,25.5,45.5
216878,marcianopolis,Marcianopolis,pleiades,,27.5,43.5
216880,melta,Melta,pleiades,,24.5,43.5
216882,mesembria,Mesembria,pleiades,,27.5,42.5
216883,mezdra,Mezdra,pleiades,,23.5,43.5
216887,moesiainferior,Moesia Inferior,pleiades,,24.5,42.5
216888,mogilets,Mogilets,pleiades,,26.5,43.5
216889,montehaemo,â€˜Monte Haemoâ€™,pleiades,,24.5,42.5
216891,naparis,Naparis? fl.,pleiades,,27.5,44.5
216893,templumiovis,Templum Iovis?,pleiades,,27.5,42.5
216893,naulochos,Naulochos,pleiades,,27.5,42.5
216894,nicolitel,NicoliÅ£el,pleiades,,28.5,45.5
216895,nicopolisadistrum,Nicopolis ad Istrum,pleiades,,25.5,43.5
216896,candidiana,Candidiana,pleiades,,26.5,44.5
216896,nigrinianis,Nigrinianis,pleiades,,26.5,44.5
216898,novacerna,Nova ÄŒerna,pleiades,,26.5,44.5
216899,novae,Novae,pleiades,,25.5,43.5
216900,noviodunum,Noviodunum,pleiades,,28.5,45.5
216904,odessus,Odessus,pleiades,,27.5,43.5
216905,odorheiusecuiesc,Odorheiu Secuiesc,pleiades,,25.5,46.5
216906,odrysae,Odrysae,pleiades,,26.5,42.5
216907,oescus,Oescus,pleiades,,24.5,43.5
216908,oescus,Oescus fl.,pleiades,,24.5,43.5
216909,oitensioi,Oitensioi?,pleiades,,24.5,43.5
216910,olteni,Olteni,pleiades,,25.5,46.5
216911,orheiubistritei,Orheiu BistriÅ£ei,pleiades,,24.5,47.5
216912,ostrov,Ostrov,pleiades,,27.5,44.5
216913,ovidiu,Ovidiu,pleiades,,28.5,44.5
216916,palmatis,Palmatis,pleiades,,27.5,43.5
216917,panagyurishte,Panagyurishte,pleiades,,24.5,42.5
216918,pannissus,Pannissus,pleiades,,27.5,43.5
216919,panysos,Panysos fl.,pleiades,,27.5,43.5
216920,parambole,Parambole,pleiades,,25.5,42.5
216922,pavlikeni,Pavlikeni,pleiades,,25.5,43.5
216923,peceneaga,Peceneaga,pleiades,,28.5,45.5
216924,pedonianis,Pedonianis,pleiades,,24.5,43.5
216926,peroushtitsa,Peroushtitsa,pleiades,,24.5,42.5
216927,trimontium,Trimontium,pleiades,,24.5,42.5
216927,philippopolis,Philippopolis,pleiades,,24.5,42.5
216928,piatrarosie,Piatra RoÅŸie,pleiades,,28.5,45.5
216929,pietroasadejos,Pietroasa de Jos,pleiades,,26.5,45.5
216931,pirdop,Pirdop,pleiades,,24.5,42.5
216932,piroboridava,Piroboridava,pleiades,,27.5,46.5
216933,pisculcrasanilor,Piscul CrÄƒsanilor,pleiades,,26.5,44.5
216934,piuapietrei,Piua Pietrei,pleiades,,27.5,44.5
216935,pizus,Pizus,pleiades,,25.5,42.5
216937,ponsaluti,Pons Aluti,pleiades,,24.5,44.5
216938,ponsconstantini,Pons Constantini,pleiades,,24.5,43.5
216939,ponsvetus,Pons Vetus,pleiades,,24.5,45.5
216941,popesti,PopeÅŸti,pleiades,,26.5,44.5
216943,praetorium,Praetorium,pleiades,,24.5,45.5
216944,prisovo,Prisovo,pleiades,,25.5,43.5
216945,purcareni,PurcÄƒreni,pleiades,,24.5,44.5
216946,putineiu,Putineiu,pleiades,,25.5,43.5
216947,pyretos,Pyretos fl.,pleiades,,28.5,46.5
216948,pyrogeri,Pyrogeri,pleiades,,25.5,42.5
216950,racar,RÄƒcar,pleiades,,25.5,45.5
216951,rachelu,Rachelu,pleiades,,28.5,45.5
216952,radacinesti,RÄƒdÄƒcineÅŸti,pleiades,,24.5,45.5
216955,regianum,Regianum,pleiades,,23.5,43.5
216958,romula,Romula,pleiades,,24.5,44.5
216958,malva,Malva,pleiades,,24.5,44.5
216959,rosioriidevede,RoÅŸiorii de Vede,pleiades,,24.5,44.5
216960,rousalka,Rousalka,pleiades,,28.5,43.5
216961,roxolani,Roxolani,pleiades,,25.5,45.5
216962,rusidava,Rusidava,pleiades,,24.5,44.5
216965,sacidava,Sacidava,pleiades,,27.5,44.5
216966,sadovets,Sadovets,pleiades,,24.5,43.5
216970,sapatadejos,SÄƒpata de Jos,pleiades,,24.5,44.5
216971,sarateni,SÄƒrÄƒÅ£eni,pleiades,,25.5,46.5
216974,scatrae,Scatrae,pleiades,,27.5,42.5
216976,scythiaminor,Scythia Minor,pleiades,,28.5,44.5
216978,securisca,Securisca,pleiades,,24.5,43.5
216979,seimeni,Seimeni,pleiades,,28.5,44.5
216980,sernota,Sernota,pleiades,,24.5,42.5
216981,seuthopolis,Seuthopolis,pleiades,,25.5,42.5
216982,sexagintaprista,Sexaginta Prista,pleiades,,25.5,43.5
216983,shoumen,Shoumen,pleiades,,26.5,43.5
216984,shkorpilovtsi,Shkorpilovtsi,pleiades,,27.5,43.5
216985,sialetae,Sialetae,pleiades,,27.5,42.5
216987,slaveni,SlÄƒveni,pleiades,,24.5,44.5
216989,sostra,Sostra,pleiades,,24.5,42.5
216992,storgosia,Storgosia,pleiades,,24.5,43.5
216995,subradices,Sub Radices,pleiades,,24.5,42.5
216996,sucidava,Sucidava,pleiades,,24.5,43.5
216997,sucidava,Sucidava,pleiades,,27.5,44.5
216999,sveshtari,Sveshtari,pleiades,,26.5,43.5
217000,succorumangustiae,Succorum Angustiae,pleiades,,23.5,42.5
217003,tegris,Tegris,pleiades,,26.5,43.5
217004,tegulitium,Tegulitium,pleiades,,27.5,44.5
217005,telita,TeliÅ£a,pleiades,,28.5,45.5
217007,thalamonium,Thalamonium,pleiades,,28.5,45.5
217010,tiamare,Tia Mare,pleiades,,24.5,43.5
217012,tirgsor,TÃ®rgÅŸor,pleiades,,25.5,44.5
217013,tirizis,Tirizis,pleiades,,28.5,43.5
217014,tirizis,Tirizis Pr.,pleiades,,28.5,43.5
217015,titesti,TiteÅŸti,pleiades,,24.5,45.5
217016,tomis,Tomis,pleiades,,28.5,44.5
217018,topalu,Topalu,pleiades,,28.5,44.5
217019,topraichioi,Topraichioi,pleiades,,28.5,44.5
217020,traian,Traian,pleiades,,28.5,45.5
217021,transmarisca,Transmarisca,pleiades,,26.5,44.5
217023,trimammium,Trimammium,pleiades,,25.5,43.5
217025,troesmis,Troesmis,pleiades,,28.5,45.5
217026,troglodytae,Troglodytae,pleiades,,28.5,45.5
217026,trogodytae,Trogodytae,pleiades,,28.5,45.5
217027,tropaeumtraiani,Tropaeum Traiani,pleiades,,27.5,44.5
217028,tsaravets,Tsaravets,pleiades,,25.5,43.5
217029,turnurosu,Turnu RoÅŸu,pleiades,,24.5,45.5
217030,tylis,Tylis,pleiades,,25.5,42.5
217032,urluieni,Urluieni,pleiades,,24.5,44.5
217033,utus,Utus,pleiades,,24.5,43.5
217034,utus,Utus fl.,pleiades,,24.5,43.5
217036,valeatotisii,Valea TotiÅŸii,pleiades,,25.5,43.5
217037,valeaurluii,Valea Urluii,pleiades,,25.5,43.5
217038,valeriana,Valeriana,pleiades,,24.5,43.5
217039,variana,Variana,pleiades,,23.5,43.5
217040,viamata,Viamata,pleiades,,24.5,42.5
217041,vicusbapeni,Vicus â€˜Bapeniâ€™,pleiades,,23.5,43.5
217042,vicusbuteridavensis,Vicus Buteridavensis,pleiades,,28.5,44.5
