pl_id, normal, name, source, gn_id, pleiades_centroid_x, pleiades_centroid_y
404,notfound,Not Found,pleiades,,,
766,aegyptus,Aegyptus,pleiades,,32.5,32.5
772,aethusa,Aethusa Ins.,pleiades,,12.5,37.5
775,africa,Africa,pleiades,,7.5,32.5
776,africummare,Africum Mare,pleiades,,,
783,alpes,Alpes M.,pleiades,,7.5,42.5
798,asana,Asana fl.,pleiades,,-7.5,32.5
798,anatis,Anatis,pleiades,,-7.5,32.5
815,apenninus,Apenninus M.,pleiades,,12.5,42.5
815,appenninus,Appenninus M.,pleiades,,12.5,42.5
837,asiaminor,Asia Minor,pleiades,,27.5,37.5
845,atlanticusoceanus,Atlanticus Oceanus,pleiades,,-12.5,37.5
846,atlas,Atlas M.,pleiades,,-7.5,32.5
862,baetica,Baetica,pleiades,,-2.5,37.5
993,gallia,Gallia,pleiades,,2.5,47.5
1000,germaniasuperior,Germania Superior,pleiades,,7.5,47.5
1004,adriaticum,Adriaticum,pleiades,,12.5,42.5
1004,superummare,Superum Mare,pleiades,,12.5,42.5
1004,hadriaticum,HAdriaticum,pleiades,,12.5,42.5
1027,hispania,Hispania,pleiades,,-7.5,42.5
1033,ibericummare,Ibericum Mare,pleiades,,-2.5,37.5
1043,internummare,Internum Mare,pleiades,,17.5,32.5
1046,ioniummare,Ionium Mare,pleiades,,17.5,37.5
1052,italia,Italia,pleiades,,12.5,42.5
1063,karpatesoros,Karpates Oros,pleiades,,22.5,47.5
1094,lopadusa,Lopadusa Ins.,pleiades,,12.5,37.5
1101,lusitania,Lusitania,pleiades,,-7.5,37.5
1113,magnagraecia,Magna Graecia,pleiades,,17.5,37.5
1119,mauretania,Mauretania,pleiades,,-2.5,32.5
1136,moesiasuperior,Moesia Superior,pleiades,,22.5,42.5
1224,pontuseuxinus,Pontus Euxinus,pleiades,,32.5,42.5
1249,rutubis,Rutubis,pleiades,,-7.5,32.5
1273,scythia,Scythia,pleiades,,27.5,47.5
1282,siculum,Siculum,pleiades,,17.5,37.5
1282,ausoniummare,Ausonium Mare,pleiades,,17.5,37.5
1306,syria,Syria,pleiades,,37.5,37.5
1332,thessalia,Thessalia,pleiades,,22.5,37.5
1356,tyrrhenum,Tyrrhenum,pleiades,,12.5,42.5
1356,inferummare,Inferum Mare,pleiades,,12.5,42.5
1361,ustica,Ustica Ins.,pleiades,,12.5,37.5
20387,aby,Ã…by,pleiades,,17.5,57.5
20389,aestii,Aestii,pleiades,,22.5,52.5
20400,aukstakiemiaipalangasernai,"AukÅ¡takiemiai, Palanga, Å ernai",pleiades,,22.5,57.5
20401,auteinoi,Auteinoi,pleiades,,-7.5,52.5
20403,avaldsnes,Avaldsnes,pleiades,,7.5,57.5
20405,babietamacharymojtyny,"BabiÄ™ta, Machary, Mojtyny",pleiades,,22.5,52.5
20406,balline,Balline,pleiades,,-7.5,52.5
20407,biaecino,BiaÅ‚Ä™cino,pleiades,,17.5,52.5
20408,biesenbrow,Biesenbrow,pleiades,,12.5,52.5
20410,biskupin,Biskupin,pleiades,,17.5,52.5
20411,bjergelide,Bjergelide,pleiades,,7.5,57.5
20412,bjornhovda,BjÃ¶rnhovda,pleiades,,17.5,57.5
20414,bogaczewokula,Bogaczewo-Kula,pleiades,,22.5,52.5
20416,botes,Botes,pleiades,,17.5,57.5
20419,britannia,Britannia,pleiades,,-2.5,57.5
20420,britannicummare,Britannicum Mare,pleiades,,-2.5,47.5
20421,byrsted,Byrsted,pleiades,,7.5,57.5
20429,chersonesoskimbrike,Chersonesos Kimbrike,pleiades,,7.5,57.5
20430,chesinos,Chesinos fl.,pleiades,,22.5,57.5
20431,chronos,Chronos fl.,pleiades,,22.5,52.5
20432,ciepe,CiepÅ‚e,pleiades,,17.5,52.5
20442,dabrona,â€˜Dabronaâ€™ fl.,pleiades,,-7.5,52.5
20443,damme,Damme,pleiades,,12.5,52.5
20444,dani,Dani,pleiades,,12.5,57.5
20446,debczyno,DÄ™bczyno,pleiades,,17.5,52.5
20451,dytikosokeanos,Dytikos Okeanos,pleiades,,-7.5,57.5
20454,eketorp,Eketorp,pleiades,,17.5,57.5
20455,enekrogenkannikegardslamrebjergslusegard,"Enekrogen, KannikegÃ¥rd, Slamrebjerg, SlusegÃ¥rd",pleiades,,17.5,57.5
20456,erdinoi,Erdinoi,pleiades,,-7.5,52.5
20458,farmen,Farmen,pleiades,,12.5,62.5
20462,fromborkmotecznotrabkimae,"Frombork, MÅ‚oteczno, TrÄ…bki MaÅ‚e",pleiades,,17.5,52.5
20464,galindai,Galindai,pleiades,,22.5,52.5
20466,ganganoi,Ganganoi,pleiades,,-7.5,52.5
20467,gepidi,Gepidi?,pleiades,,17.5,52.5
20468,germania,Germania,pleiades,,7.5,52.5
20469,germanicummare,Germanicum Mare,pleiades,,2.5,57.5
20470,godaker,GÃ¶dÃ¥ker,pleiades,,17.5,57.5
20471,gorszewice,Gorszewice,pleiades,,17.5,52.5
20473,gothiscandza,Gothiscandza,pleiades,,17.5,52.5
20474,gronowo,Gronowo,pleiades,,17.5,52.5
20475,grudziadzrzadz,GrudziÄ…dz-RzÄ…dz,pleiades,,17.5,52.5
20477,gundestrup,Gundestrup,pleiades,,7.5,57.5
20482,havor,Havor,pleiades,,17.5,57.5
20483,hedegard,HedegÃ¥rd,pleiades,,7.5,57.5
20484,helgo,HelgÃ¶,pleiades,,17.5,57.5
20487,hibernia,Hibernia,pleiades,,-7.5,52.5
20488,hohendorf,Hohendorf,pleiades,,12.5,52.5
20489,hyperboreios,Hyperboreios,pleiades,,-7.5,62.5
20489,douekaledoniosokeanos,Douekaledonios Okeanos,pleiades,,-7.5,62.5
20492,illerupadal,Illerup Ã…dal,pleiades,,7.5,57.5
20493,iouernikosokeanos,Iouernikos Okeanos,pleiades,,-7.5,52.5
20494,iouernoi,Iouernoi,pleiades,,-7.5,52.5
20497,iutae,[Iutae],pleiades,,7.5,57.5
20501,kablow,Kablow,pleiades,,12.5,52.5
20503,kanne,KÃ¤nne,pleiades,,17.5,57.5
20505,karbones,Karbones,pleiades,,22.5,57.5
20506,karlino,Karlino,pleiades,,17.5,52.5
20508,kaukoi,Kaukoi,pleiades,,-7.5,52.5
20509,kirkebakkegard,KirkebakkegÃ¥rd,pleiades,,12.5,57.5
20510,kleinkoris,Klein KÃ¶ris,pleiades,,12.5,52.5
20511,konarzew,Konarzew,pleiades,,17.5,52.5
20512,kotelnikovo,Kotelnikovo,pleiades,,22.5,52.5
20513,kovrovo,Kovrovo,pleiades,,22.5,52.5
20514,krosnopoowiteweklice,"Krosno, PoÅ‚owite, Weklice",pleiades,,17.5,52.5
20515,kruszazamkowa,Krusza Zamkowa,pleiades,,17.5,52.5
20516,kungsgarden,KungsgÃ¥rden,pleiades,,17.5,62.5
20517,kurmaiciai,KurmaiÄiai,pleiades,,22.5,57.5
20519,lachmirowice,Lachmirowice,pleiades,,17.5,52.5
20521,egpiekarski,ÅÄ™g Piekarski,pleiades,,17.5,52.5
20522,lesno,LeÅ›no,pleiades,,17.5,52.5
20523,lemovii,Lemovii?,pleiades,,12.5,52.5
20525,lillajored,Lilla Jored,pleiades,,12.5,57.5
20526,lillasojvide,Lilla Sojvide,pleiades,,17.5,57.5
20530,ubiana,Åubiana,pleiades,,17.5,52.5
20531,lubieszewo,Lubieszewo,pleiades,,17.5,52.5
20532,lubieszewo,Lubieszewo,pleiades,,,
20533,lugii,Lugii,pleiades,,17.5,52.5
20535,lunde,Lunde,pleiades,,7.5,57.5
20539,magnatai,â€˜Magnataiâ€™,pleiades,,-7.5,52.5
20540,malborkwielbark,Malbork-Wielbark,pleiades,,17.5,52.5
20550,morshanskoe,Morshanskoe,pleiades,,22.5,52.5
20553,mrzezino,Mrzezino,pleiades,,17.5,52.5
20556,netta,Netta,pleiades,,22.5,52.5
20560,nyrup,Nyrup,pleiades,,12.5,57.5
20563,odry,Odry,pleiades,,17.5,52.5
20565,oremolla,Ã–remÃ¶lla,pleiades,,12.5,57.5
20566,osioi,Osioi?,pleiades,,22.5,57.5
20567,ouenedikoskolpos,Ouenedikos Kolpos,pleiades,,17.5,52.5
20568,ouenniknioi,Ouenniknioi,pleiades,,-7.5,52.5
20570,ouiadoua,Ouiadoua? fl.,pleiades,,17.5,52.5
20572,vrestabu,Ã˜vre Stabu,pleiades,,12.5,62.5
20576,pia,PiÅ‚a,pleiades,,17.5,52.5
20578,povarovka,Povarovka,pleiades,,22.5,52.5
20580,pruszczgdanski,Pruszcz GdaÅ„ski,pleiades,,17.5,52.5
20586,roudon,Roudon fl.,pleiades,,22.5,57.5
20593,sargenai,Sargenai,pleiades,,22.5,57.5
20594,sarmaticusoceanus,Sarmaticus Oceanus,pleiades,,17.5,57.5
20595,scandza,Scandza,pleiades,,7.5,62.5
20595,scadinavia,Scadinavia,pleiades,,7.5,62.5
20599,sejlflod,Sejlflod,pleiades,,12.5,57.5
20600,senos,Senos fl.,pleiades,,-7.5,52.5
20603,sindarve,Sindarve,pleiades,,17.5,57.5
20604,sitones,Sitones?,pleiades,,22.5,57.5
20605,skedemosse,Skedemosse,pleiades,,17.5,57.5
20608,smrenge,SmÃ¸renge,pleiades,,12.5,57.5
20609,snartemo,Snartemo,pleiades,,7.5,57.5
20610,soldatergard,SoldatergÃ¥rd,pleiades,,17.5,57.5
20611,sorbystorlinge,SÃ¶rby-StÃ¶rlinge,pleiades,,17.5,57.5
20612,sortemuld,Sorte Muld,pleiades,,17.5,57.5
20613,soudinoi,Soudinoi,pleiades,,22.5,52.5
20614,stoneyford,Stoneyford,pleiades,,-7.5,52.5
20615,storekongshj,Store KongshÃ¸j,pleiades,,7.5,57.5
20616,storedal,Store-Dal,pleiades,,12.5,57.5
20618,suebicummare,Suebicum Mare,pleiades,,12.5,52.5
20619,suiones,Suiones?,pleiades,,12.5,57.5
20620,szwajcaria,Szwajcaria,pleiades,,22.5,52.5
20624,thule,Thule? Inss.,pleiades,,-2.5,62.5
20625,tourountes,Tourountes? fl.,pleiades,,22.5,57.5
20628,tuna,Tuna,pleiades,,17.5,57.5
20633,vallhagar,Vallhagar,pleiades,,17.5,57.5
20634,vandali,Vandali,pleiades,,17.5,52.5
20635,venedi,Venedi,pleiades,,22.5,52.5
20636,vidivarii,Vidivarii,pleiades,,17.5,52.5
20639,vistula,Vistula fl.,pleiades,,17.5,52.5
20641,vrangstrup,Vrangstrup,pleiades,,7.5,57.5
20643,wesiory,WÄ™siory,pleiades,,17.5,52.5
20645,wesoki,WesÃ³Å‚ki,pleiades,,17.5,52.5
20646,wilhelmsaue,Wilhelmsaue,pleiades,,12.5,52.5
20647,witaszkowo,Witaszkowo,pleiades,,12.5,52.5
20648,wyszembork,Wyszembork,pleiades,,22.5,52.5
20650,zgliczynpobodzy,Zgliczyn-Pobodzy,pleiades,,22.5,52.5
21897,ausoba,Ausoba,pleiades,,,
21899,boreionakron,Boreion Akron,pleiades,,,
21901,dour,Dour,pleiades,,,
21903,iernos,Iernos,pleiades,,,
21904,iouernis,Iouernis,pleiades,,,
21906,libnios,Libnios,pleiades,,,
21907,luceni,Luceni,pleiades,,,
21909,magnata,Magnata,pleiades,,,
21910,makolikon,Makolikon,pleiades,,,
21912,notionakron,Notion Akron,pleiades,,,
21914,ouellaboroi,Ouellaboroi,pleiades,,,
21914,velabri,Velabri,pleiades,,,
21915,ouenniknionakron,Ouenniknion Akron,pleiades,,,
21916,ousdiai,Ousdiai,pleiades,,,
21918,raiba,Raiba,pleiades,,,
21919,raouios,Raouios,pleiades,,,
21920,regia,Regia,pleiades,,,
29457,alexandria,Alexandria,pleiades,,62.5,32.5
29461,amata,Amata,pleiades,,37.5,32.5
29463,anauon,Anauon,pleiades,,62.5,32.5
29475,arabia,Arabia,pleiades,,42.5,27.5
29482,arimaspai,Arimaspai,pleiades,,62.5,32.5
29482,ariaspai,Ariaspai,pleiades,,62.5,32.5
29492,assyria,AsSyria,pleiades,,37.5,37.5
29492,syria,Syria,pleiades,,37.5,37.5
29501,bam,Bam,pleiades,,57.5,27.5
29503,barna,Barna,pleiades,,62.5,27.5
29517,carmania,Carmania,pleiades,,57.5,27.5
29525,chatracharta,Chatracharta,pleiades,,62.5,37.5
29540,dahanighulaman,Dahan-i Ghulaman,pleiades,,62.5,32.5
29540,zranka,Zranka?,pleiades,,62.5,32.5
29540,zraka,Zraka?,pleiades,,62.5,32.5
29542,darabgird,Darabgird,pleiades,,52.5,27.5
29547,drangiane,Drangiane,pleiades,,62.5,32.5
29547,zarangiane,Zarangiane,pleiades,,62.5,32.5
29548,dumatha,Dumatha,pleiades,,37.5,27.5
29556,epimaranitae,Epimaranitae?,pleiades,,52.5,22.5
29556,nareitai,Nareitai?,pleiades,,52.5,22.5
29569,garmkerman,Garm-Kerman,pleiades,,57.5,27.5
29573,gedrosia,Gedrosia,pleiades,,62.5,27.5
29586,harmozeia,Harmozeia,pleiades,,57.5,27.5
29586,armuzia,Armuzia,pleiades,,57.5,27.5
29605,ichthyophagoi,Ichthyophagoi,pleiades,,62.5,27.5
29610,isatichai,Isatichai,pleiades,,52.5,32.5
29617,jumeirah,Jumeirah,pleiades,,57.5,27.5
29620,kalaiounesoi,Kalaiou Nesoi,pleiades,,57.5,22.5
29621,kalonoros,Kalon Oros,pleiades,,57.5,22.5
29625,karkuya,Karkuya,pleiades,,62.5,32.5
29625,korok,â€˜Korokâ€™?,pleiades,,62.5,32.5
29626,karmana,Karmana,pleiades,,57.5,27.5
29630,kish,Kish,pleiades,,52.5,27.5
29633,korodamonakron,Korodamon? Akron,pleiades,,57.5,22.5
29635,kryptoslimen,Kryptos Limen?,pleiades,,57.5,22.5
29636,kuhikhwaja,Kuh-i Khwaja,pleiades,,62.5,32.5
29640,lakhmazar,Lakh-mazar,pleiades,,57.5,32.5
29652,macoraba,Macoraba,pleiades,,37.5,22.5
29656,maka,Maka,pleiades,,57.5,27.5
29656,maketa,Maketa,pleiades,,57.5,27.5
29677,nabataea,Nabataea,pleiades,,37.5,32.5
29678,nadiali,Nad-i Ali,pleiades,,62.5,32.5
29678,zarang,Zarang?,pleiades,,62.5,32.5
29686,niriz,Niriz,pleiades,,52.5,27.5
29686,narezzash,Narezzash?,pleiades,,52.5,27.5
29691,oarakta,Oarakta Ins.,pleiades,,57.5,27.5
29713,persicussinus,Persicus Sinus,pleiades,,52.5,27.5
29713,erythraeummare,Erythraeum Mare,pleiades,,52.5,27.5
29713,erythrummare,Erythrum Mare,pleiades,,52.5,27.5
29718,phrada,Phrada,pleiades,,62.5,32.5
29718,phra,Phra,pleiades,,62.5,32.5
29718,prophthasia,Prophthasia,pleiades,,62.5,32.5
29718,frakhkarperoz,Frakh-kar-Peroz,pleiades,,62.5,32.5
29729,qalaisam,Qal'a-i Sam,pleiades,,62.5,32.5
29743,sarapias,Sarapias Ins.,pleiades,,57.5,22.5
29743,sarapis,Sarapis Ins.,pleiades,,57.5,22.5
29744,sardkerman,Sard-Kerman,pleiades,,57.5,27.5
29746,sarnios,Sarnios fl.,pleiades,,62.5,37.5
29748,sarotar,Sar-o Tar,pleiades,,62.5,32.5
29755,shahristan,Shahristan,pleiades,,62.5,32.5
29755,zarang,Zarang?,pleiades,,62.5,32.5
29756,shiragan,Shiragan,pleiades,,57.5,27.5
29756,sirjan,Sirjan,pleiades,,57.5,27.5
29762,siraf,[Siraf],pleiades,,52.5,27.5
29766,sohar,[Sohar],pleiades,,57.5,22.5
29781,tellizohak,Tell-i Zohak,pleiades,,52.5,27.5
29781,pasa,Pasa?,pleiades,,52.5,27.5
29781,bashiyan,Bashiyan?,pleiades,,52.5,27.5
29783,tepeyahya,Tepe Yahya,pleiades,,57.5,27.5
29799,valashgerd,Valashgerd,pleiades,,57.5,27.5
29800,varakhsha,Varakhsha,pleiades,,62.5,37.5
29802,vehardashir,Veh Ardashir,pleiades,,57.5,32.5
29802,bardasir,[Bardasir],pleiades,,57.5,32.5
29802,govasir,[Govasir],pleiades,,57.5,32.5
29806,wadisamad,Wadi Samad,pleiades,,57.5,22.5
29807,wadisirhan,Wadi Sirhan,pleiades,,37.5,32.5
29811,yazd,Yazd,pleiades,,52.5,32.5
29816,zagrus,Zagrus M.,pleiades,,42.5,37.5
30202,achaia,Achaia,pleiades,,,
30203,achindana,Achindana,pleiades,,,
30204,agris,Agris,pleiades,,,
30205,alexandriaincarmania,Alexandria in Carmania,pleiades,,,
30206,anamis,Anamis,pleiades,,,
30206,andanis,Andanis,pleiades,,,
30206,ananis,Ananis,pleiades,,,
30207,aradarum,Aradarum,pleiades,,,
30207,hardea,Hardea,pleiades,,,
30207,ardea,Ardea,pleiades,,,
30208,arai,Arai,pleiades,,,
30209,archedotis,Archedotis,pleiades,,,
30209,arciotis,Arciotis,pleiades,,,
30211,artacoana,Artacoana,pleiades,,,
30211,artakauna,Artakauna,pleiades,,,
30213,bacinora,Bacinora,pleiades,,,
30214,badara,Badara,pleiades,,,
30214,balara,Balara,pleiades,,,
30215,badgis,Badgis,pleiades,,,
30216,badis,Badis,pleiades,,,
30217,bageia,Bageia Pr.,pleiades,,,
30218,bagradas,Bagradas,pleiades,,,
30221,caumatis,Caumatis,pleiades,,,
30221,kanate,Kanate,pleiades,,,
30221,kanthatis,Kanthatis,pleiades,,,
30222,cetrora,Cetrora,pleiades,,,
30223,charadrai,Charadrai,pleiades,,,
30224,chelonophagoi,Chelonophagoi,pleiades,,,
30226,dagaseira,Dagaseira,pleiades,,,
30227,daras,Daras,pleiades,,,
30228,dendrobosa,Dendrobosa,pleiades,,,
30229,deranebilla,Derane Billa,pleiades,,,
30229,derenobilla,Derenobilla,pleiades,,,
30231,guzeranardashir,Guzeran-Ardashir,pleiades,,,
30231,kujaran,Kujaran,pleiades,,,
30234,hictanis,Hictanis,pleiades,,,
30234,hyktanis,Hyktanis,pleiades,,,
30236,kanasida,Kanasida,pleiades,,,
30239,karpella,Karpella Pr.,pleiades,,,
30240,kathraps,Kathraps,pleiades,,,
30241,khwash,Khwash,pleiades,,,
30241,qash,Qash,pleiades,,,
30242,kophanta,Kophanta,pleiades,,,
30242,kophas,Kophas,pleiades,,,
30243,kophanta,Kophanta,pleiades,,,
30245,kyiza,Kyiza,pleiades,,,
30247,nih,Nih,pleiades,,,
30249,ogyris,Ogyris,pleiades,,,
30250,omiza,Omiza,pleiades,,,
30251,organa,Organa,pleiades,,,
30251,turgana,Turgana,pleiades,,,
30254,pantyene,Pantyene,pleiades,,,
30255,parikane,Parikane,pleiades,,,
30256,parsika,Parsika M.,pleiades,,,
30257,portospana,Portospana,pleiades,,,
30258,poura,Poura,pleiades,,,
30259,pushang,Pushang,pleiades,,,
30263,rogana,Rogana,pleiades,,,
30265,sabis,Sabis,pleiades,,,
30266,sabis,Sabis,pleiades,,,
30267,saganos,Saganos,pleiades,,,
30268,salaros,Salaros,pleiades,,,
30269,salmous,Salmous,pleiades,,,
30270,semiramis,Semiramis M.,pleiades,,,
30271,sidodone,Sidodone,pleiades,,,
30272,sigara,Sigara,pleiades,,,
30272,sigana,Sigana,pleiades,,,
30273,soxotai,Soxotai,pleiades,,,
30275,talmena,Talmena,pleiades,,,
30276,tazora,Tazora,pleiades,,,
30277,teisa,Teisa,pleiades,,,
30279,zetis,Zetis,pleiades,,,
30280,zorambos,Zorambos,pleiades,,,
39262,abasenoi,Abasenoi,pleiades,,42.5,12.5
39263,abisama,Abisama,pleiades,,47.5,12.5
39264,abyssa,Abyssa,pleiades,,52.5,17.5
39265,achoma,Achoma,pleiades,,42.5,12.5
39266,achomai,Achomai,pleiades,,42.5,12.5
39267,actaei,Actaei,pleiades,,47.5,17.5
39268,adana,Adana,pleiades,,42.5,12.5
39269,adane,Adane,pleiades,,47.5,12.5
39269,eudaimonarabia,Eudaimon Arabia,pleiades,,47.5,12.5
39269,athenae,Athenae,pleiades,,47.5,12.5
39270,adedoukome,Adedou Kome,pleiades,,42.5,12.5
39271,adouli,Adouli,pleiades,,37.5,17.5
39272,adoulitikoskolpos,Adoulitikos Kolpos,pleiades,,37.5,17.5
39273,adramitonchora,Adramiton Chora,pleiades,,47.5,17.5
39274,aethiopia,Aethiopia,pleiades,,37.5,12.5
39275,agathokleous,Agathokleous Ins.,pleiades,,52.5,12.5
39276,agraei,Agraei,pleiades,,47.5,12.5
39277,ailoukome,Ailou Kome,pleiades,,42.5,12.5
39278,aithiopika,Aithiopika M.,pleiades,,37.5,7.5
39279,okelis,Okelis,pleiades,,42.5,12.5
39279,akila,Akila,pleiades,,42.5,12.5
39280,akme,Akme,pleiades,,42.5,17.5
39281,alalaiou,Alalaiou Inss.,pleiades,,42.5,17.5
39282,amaitaei,Amaitaei,pleiades,,42.5,12.5
39283,ammoni,Ammoni,pleiades,,42.5,12.5
39284,ammoniou,Ammoniou Pr.,pleiades,,42.5,12.5
39285,amnestum,Amnestum,pleiades,,42.5,17.5
39286,anagrana,Anagrana,pleiades,,42.5,17.5
39286,negram,Negram,pleiades,,42.5,17.5
39287,anchitai,Anchitai,pleiades,,42.5,12.5
39288,apitami,Apitami,pleiades,,42.5,17.5
39290,arabicussinus,Arabicus Sinus,pleiades,,,
39290,erythrum,Erythrum,pleiades,,,
39290,erythraeum,Erythraeum,pleiades,,,
39290,rubrummare,Rubrum Mare,pleiades,,,
39291,ararene,Ararene,pleiades,,42.5,17.5
39292,are,Are,pleiades,,47.5,17.5
39293,aromataemporion,Aromata Emporion,pleiades,,52.5,12.5
39295,arsinoe,Arsinoe,pleiades,,42.5,12.5
39296,asichon,Asichon Pr.,pleiades,,57.5,17.5
39297,askitai,Askitai,pleiades,,57.5,17.5
39298,astapous,Astapous fl.,pleiades,,37.5,12.5
39300,athroula,Athroula,pleiades,,42.5,17.5
39300,laththa,Laththa,pleiades,,42.5,17.5
39301,ausara,Ausara,pleiades,,52.5,17.5
39302,ausaritis,Ausaritis,pleiades,,47.5,12.5
39303,axoume,Axoume,pleiades,,37.5,12.5
39303,auxoume,Auxoume,pleiades,,37.5,12.5
39304,aualites,Aualites,pleiades,,42.5,12.5
39305,aualitessinus,Aualites Sinus,pleiades,,47.5,12.5
39307,azania,Azania,pleiades,,42.5,2.5
39308,barbarikonpelagos,Barbarikon Pelagos,pleiades,,42.5,2.5
39308,azaniummare,Azanium Mare,pleiades,,42.5,2.5
39310,bachylitae,Bachylitae,pleiades,,42.5,12.5
39311,badeo,Badeo,pleiades,,42.5,17.5
39312,baitios,Baitios,pleiades,,42.5,17.5
39314,bosara,Bosara,pleiades,,52.5,17.5
39315,bracheia,Bracheia,pleiades,,37.5,-7.5
39315,prasodesthalassa,Prasodes Thalassa,pleiades,,37.5,-7.5
39317,calingi,Calingi,pleiades,,42.5,17.5
39318,camarum,Camarum Ins.,pleiades,,42.5,17.5
39319,caminacum,Caminacum,pleiades,,42.5,17.5
39320,canauna,Canauna,pleiades,,42.5,17.5
39321,canon,Canon,pleiades,,47.5,12.5
39322,cardava,Cardava,pleiades,,42.5,17.5
39323,cariati,Cariati,pleiades,,47.5,17.5
39324,caripeta,Caripeta,pleiades,,47.5,12.5
39326,casani,Casani,pleiades,,42.5,17.5
39327,cerbani,Cerbani,pleiades,,47.5,12.5
39328,chardaleon,Chardaleon,pleiades,,42.5,22.5
39329,carmei,Carmei,pleiades,,42.5,17.5
39329,charmei,Charmei,pleiades,,42.5,17.5
39330,chelonitis,Chelonitis Ins.,pleiades,,42.5,17.5
39331,coralis,Coralis? fl.,pleiades,,42.5,17.5
39333,dacharenoi,Dacharenoi,pleiades,,42.5,17.5
39334,debai,Debai,pleiades,,42.5,17.5
39335,deire,Deire,pleiades,,42.5,12.5
39336,dela,Dela,pleiades,,47.5,12.5
39337,devade,Devade Inss.,pleiades,,42.5,17.5
39338,dioskourides,Dioskourides Ins.,pleiades,,52.5,12.5
39338,dioskorides,Dioskorides Ins.,pleiades,,52.5,12.5
39340,elephas,Elephas Pr.,pleiades,,52.5,12.5
39341,elisaroi,Elisaroi,pleiades,,42.5,12.5
39343,ethraui,Ethraui,pleiades,,42.5,17.5
39345,exusta,Exusta,pleiades,,42.5,17.5
39345,katakekaumene,Katakekaumene Inss.,pleiades,,42.5,17.5
39347,gedranitae,Gedranitae?,pleiades,,42.5,12.5
39349,hippalonpelagos,Hippalon Pelagos,pleiades,,52.5,12.5
39350,homeritai,Homeritai,pleiades,,42.5,12.5
39352,indicummare,Indicum Mare,pleiades,,52.5,7.5
39353,ioula,Ioula,pleiades,,47.5,17.5
39355,kane,Kane,pleiades,,47.5,12.5
39356,karbai,Karbai,pleiades,,42.5,17.5
39357,karna,Karna,pleiades,,42.5,17.5
39359,kebranitai,Kebranitai,pleiades,,42.5,12.5
39360,kinaidokolpitai,Kinaidokolpitai,pleiades,,42.5,22.5
39361,kinnamomophoroschora,Kinnamomophoros Chora,pleiades,,47.5,12.5
39362,kokkonatou,Kokkonatou Inss.,pleiades,,52.5,12.5
39363,koloe,Koloe,pleiades,,37.5,12.5
39365,labaetia,Labaetia,pleiades,,42.5,17.5
39366,lathinat,Lathinat,pleiades,,47.5,12.5
39368,laupas,Laupas,pleiades,,42.5,12.5
39369,lexianae,Lexianae,pleiades,,47.5,12.5
39370,libanophoroschora,Libanophoros Chora,pleiades,,52.5,17.5
39371,lysanitae,Lysanitae,pleiades,,42.5,17.5
39373,maipha,Maipha,pleiades,,47.5,12.5
39374,malangitai,Malangitai,pleiades,,42.5,17.5
39375,malao,Malao,pleiades,,47.5,12.5
39376,malichou,Malichou Inss.,pleiades,,42.5,17.5
39377,mamaeumlitus,Mamaeum Litus,pleiades,,42.5,17.5
39378,maphoritae,Maphoritae,pleiades,,42.5,12.5
39379,mariaba,Mariaba,pleiades,,47.5,17.5
39379,mariba,Mariba,pleiades,,47.5,17.5
39380,marimatha,Marimatha,pleiades,,47.5,12.5
39381,maritha,Maritha M.,pleiades,,47.5,22.5
39382,marma,Marma,pleiades,,42.5,17.5
39383,meda,Meda,pleiades,,42.5,12.5
39384,melan,Melan M.,pleiades,,47.5,12.5
39385,mesala,Mesala,pleiades,,47.5,12.5
39386,minaei,Minaei,pleiades,,47.5,17.5
39387,mosylonemporion,Mosylon Emporion,pleiades,,47.5,12.5
39388,mosylon,Mosylon? Pr.,pleiades,,47.5,12.5
39389,moundou,Moundou,pleiades,,47.5,12.5
39390,mouzaemporion,Mouza Emporion,pleiades,,42.5,12.5
39392,nagara,Nagara,pleiades,,42.5,17.5
39393,nagia,Nagia,pleiades,,47.5,17.5
39394,nascus,Nascus,pleiades,,42.5,17.5
39396,neogilla,Neogilla,pleiades,,52.5,17.5
39397,nestus,Nestus,pleiades,,42.5,17.5
39398,nossa,Nossa,pleiades,,47.5,17.5
39399,notoukeras,Notou Keras,pleiades,,52.5,12.5
39399,aromata,Aromata Pr.,pleiades,,52.5,12.5
39401,odanda,Odanda,pleiades,,42.5,17.5
39403,opone,Opone,pleiades,,52.5,12.5
39404,oreine,Oreine Ins.,pleiades,,37.5,17.5
39405,orneon,Orneon Ins.,pleiades,,47.5,12.5
39407,phoda,Phoda,pleiades,,42.5,17.5
39409,ptolemaistheron,Ptolemais Theron,pleiades,,37.5,17.5
39410,pyraloi,Pyraloi Inss.,pleiades,,42.5,-2.5
39412,raida,Raida,pleiades,,42.5,12.5
39413,rhadamaei,Rhadamaei,pleiades,,42.5,12.5
39414,rhapta,Rhapta,pleiades,,37.5,-7.5
39417,saba,Saba,pleiades,,42.5,12.5
39418,sabatha,Sabatha,pleiades,,47.5,17.5
39418,sabata,Sabata,pleiades,,47.5,17.5
39419,sachalitessinus,Sachalites Sinus,pleiades,,52.5,17.5
39420,sachalitis,Sachalitis,pleiades,,52.5,17.5
39421,sakchenoi,Sakchenoi,pleiades,,42.5,12.5
39422,sammaei,Sammaei,pleiades,,42.5,12.5
