Term, Object Type, Inscription Type, Inscription, Modern Place Name, Modern Latitude, Modern Longitude
andabat*,altar,weihinschrift,Neptun(o) / Andab(atensi(?)) / [A]e[l(ius) ] Maxim(us) / Classici/anus / v(otum) s(olvit),Vrlika,43.9087686,16.4000594
