Term, Object Type, Inscription Type, Inscription, Modern Place Name, Modern Latitude, Modern Longitude
essedari*,unknown,unknown,murmil(l)o Com(m)u(ni)s conc(iderunt) X esse(darius) VI,Perigueux,45.184029,0.7211149
