Term, Object Type, Inscription Type, Inscription, Modern Place Name, Modern Latitude, Modern Longitude
bestiari*,basis, statua?,honorarius,[L(ucio) Fadio Piero, ⸢duoviro⸣], / [munificentissimo civi], / [qui] ob hono[rem decur(ionatus) eo]/dem anno [quo factus est] / glad(iatorum) paria [XXX et venationem] / bestiarum A[fricanar(um) et post] / paucos mens[es duumviratu suo, ac]/ceptis a re p(ublica) ((sestertiis)) [XIII ⸢tredecim milibus⸣ n(ummum), venation(es)] / plenas et gla[diatorum paria XXI dedit] / item post ann[um ludos scaenicos p(ecunia) s(ua) f(ecit)]. / PHO[---] / ex a[ere collato]. / L(ocus) d(atus) [d(ecreto) d(ecurionum)].,Alife (Caserta),41.3274024,14.3336256
