Term, Object Type, Inscription Type, Inscription, Ancient Place Name, Ancient Latitude, Ancient Longitude
contraret*,cipo,epitafio / sepulcral,Mur(millo) |(contra)r(ete) / Probus / PAVIL LXXXXIX / natione Germa(nus) / h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis) / Volumnia Spera[ta] / coniu<g=C>i pio / merenti / P(ublius) Volumnius / Vitalis patri pio / s(it) t(ibi) t(erra) l(evis),Corduba Colonia Patricia,37.5,-4.5
