Term, Object Type, Inscription Type, Inscription, Modern Place Name, Modern Latitude, Modern Longitude
contraret*,cipo,epitafio / sepulcral,Mur(millo) |(contra)r(ete) / Probus / PAVIL LXXXXIX / natione Germa(nus) / h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis) / Volumnia Spera[ta] / coniu<g=C>i pio / merenti / P(ublius) Volumnius / Vitalis patri pio / s(it) t(ibi) t(erra) l(evis),Córdoba,37.8881751,-4.7793835
