Term, Object Type, Inscription Type, Inscription, Ancient Place Name, Ancient Latitude, Ancient Longitude
retiari*,panel-stele,gladiator memorial;agonistic,Καλανδίων πάλου Ϛ´,Asia,38.25,27.25
retiari*,ignoratur,sepulcralis,D(is) M(anibus). / Iantino / retiario, / qui vixit an/nos XIIII, / m(enses) IIII, natio(ne) / Fryx, pugna/rum V. Ingenua / posuit coniugi / ⸢caro⸣ cum quo / vixit an(nos) V, m(enses) II.,Brixia,45.75,10.25
